;ARTICLE_TITLE;PUBYEAR;wos
2351;Multimedia Big Data Computing;2015;True
2352;Collective mind: Towards practical and collaborative auto-tuning;2014;True
2353;Reality Mining in eHealth;2015;True
2354;Managing and Analysing Big Audio Data for Environmental Monitoring;2013;True
2355;Identification of Nanoparticle Prototypes and Archetypes;2015;True
2356;Local-Aggregate Modeling for Big Data via Distributed Optimization: Applications to Neuroimaging;2015;True
2357;Epidemiological Data Analysis in TerraFly Geo-Spatial Cloud;2013;True
2358;Knowledge Cubes - A Proposal for Scalable and Semantically-Guided Management of Big Data;2013;True
2359;Subsemble: an ensemble method for combining subset-specific algorithm fits;2014;True
2360;Research into University and College Library Resource Construction under the Big Data Background;2015;True
2361;Review of User Behavior Analysis Based on Big Data: Method and Application;2015;True
2362;BitTorious: global controlled genomics data publication, research and archiving via BitTorrent extensions;2014;True
2363;Thinking Like a Vertex: A Survey of Vertex-Centric Frameworks for Large-Scale Distributed Graph Processing;2015;True
2364;Manifesto for a new (computational) cognitive revolution;2015;True
2365;Operation Rule Extracting based on Time Series Association Analysis in Transient Stability Study;2014;True
2366;Web3D Visualization of high detail and complex 3D-mesh caves models;2014;True
2367;Optimizing the Leveraging of Real-World Data to Improve the Development and Use of Medicines;2015;True
2368;On Understanding Big Data Impacts in Remotely Sensed Image Classification Using Support Vector Machine Methods;2015;True
2369;R-U policy frontiers for health data de-identification;2015;True
2370;Topics and Terms Mining in Unstructured Data Stores;2013;True
2371;Emerging trends and technologies in big data processing;2015;True
2372;Hadoop-Based Analysis for Large-Scale Click-Through Patterns in 4G Network;2015;True
2373;A Study of Innovation Network Database Construction by Using Big Data and An Enterprise Strategy Model;2013;True
2374;Adaptive Utility-based Anonymization Model: Performance Evaluation on Big Data Sets;2015;True
2375;"Entering the Era of ""Big Data"": Getting Our Metrics Right Commentary on: Malhotra et al. Performance of an automated polysomnography scoring system versus computer-assisted manual scoring. SLEEP 2013;36:573-582. Kuna et al. Agreement in computer-assisted manual scoring of polysomnograms across sleep centers. SLEEP 2013;36:583-589. Magalang et al. Agreement in the scoring of respiratory events and sleep among international sleep centers. SLEEP 2013;36:591-596.";2013;True
2376;Intelligent technologies and applications for big data analytics;2015;True
2377;A Resource Efficient Big Data Analysis Method for the Social Sciences: the case of global IP activity;2014;True
2378;ROBUST ITERATIVELY REWEIGHTED LASSO FOR SPARSE TENSOR FACTORIZATIONS;2014;True
2379;Global governance through the pairing of list and algorithm;2016;True
2380;Universal Outlier Hypothesis Testing;2014;True
2381;Living in a big data world: Predicting mobile commerce activity through privacy concerns;2016;True
2382;A New Approach to the Vegetable Production and Distribution System;2014;True
2383;Research in the Large 3.0-App Stores, Wide Distribution, and Big Data in MobileHCI Research;2012;True
2384;Evaluation of a two-stage framework for prediction using big genomic data;2015;True
2385;A big data approach for logistics trajectory discovery from RFID-enabled production data;2015;True
2386;Visualization of Resource Description Framework Ontology Using Hadoop;2013;True
2387;Extreme Learning Machines on High Dimensional and Large Data Applications: A Survey;2015;True
2388;Crossing the qualitative-quantitative divide II: Inventive approaches to big data, mobile methods, and rhythmanalysis;2013;True
2389;SeqHBase: a big data toolset for family based sequencing data analysis;2015;True
2390;Towards Network Reduction on Big Data;2013;True
2391;Data quality for data science, predictive analytics, and big data in supply chain management: An introduction to the problem and suggestions for research and applications;2014;True
2392;A Big Data implementation based on Grid Computing;2013;True
2393;New games, new rules: big data and the changing context of strategy;2015;True
2394;Big data and clinical research: perspective from a clinician;2014;True
2395;A personalized information recommendation system for R&D project opportunity finding in big data contexts;2016;True
2396;Big Data: A Review;2013;True
2397;Optimal survey design for big data;2015;True
2398;Making Sense of Big Data: A Facet Analysis Approach;2014;True
2399;Epiviz: a view inside the design of an integrated visual analysis software for genomics;2015;True
2400;Enabling Efficient Access Control with Dynamic Policy Updating for Big Data in the Cloud;2014;True
2401;ONLINE DICTIONARY LEARNING FROM BIG DATA USING ACCELERATED STOCHASTIC APPROXIMATION ALGORITHMS;2014;True
2402;Big Data and Ethics Review for Health Systems Research in LMICs: Understanding Risk, Uncertainty and Ignorance-And Catching the Black Swans?;2014;True
2403;The 2012 Morris Hansen Lecture: Thank You Morris, et al., For Westat, et al.;2013;True
2404;A Bright Future: Innovation Transforming Public Health in Chicago;2015;True
2405;Big Data - challenges and risks;2015;True
2406;A Survey of Research on Cloud Robotics and Automation;2015;True
2407;A MapReduce Based Approach of Scalable Multidimensional Anonymization for Big Data Privacy Preservation on Cloud;2013;True
2408;Big Data Challenges A Program Optimization Perspective;2012;True
2409;Using a Multitasking GPU Environment for Content-Based Similarity Measures of Big Data;2013;True
2410;Toward the Replacement of Animal Experiments through the Bioinformatics-driven Analysis of 'Omics' Data from Human Cell Cultures;2015;True
2411;"Studying Social Relations in MMOG Play: An Illustration of Using Ethnography to Frame ""Big Data""";2012;True
2412;When Big Data Leads To Lost Data;2012;True
2413;A Rule-based Data Grouping Method for Personalized Log Analysis System in Big Data Computing;2014;True
2414;WaaS: Wisdom as a Service;2014;True
2415;"Enhancing the ""Think Loop Process"" with Consistent Interactions";2012;True
2416;Large-Scale Deep Belief Nets With MapReduce;2014;True
2417;Evaluating Different In-Memory Cached Architectures in Regard to Time Efficiency for Big Data Analysis;2015;True
2418;Using Big Data to manage safety-related risk in the upstream oil & gas industry: A research agenda;2016;True
2419;Big data and systematic reviews in nutritional epidemiology;2014;True
2420;Behavioral insights on big data: using social media for predicting biomedical outcomes;2014;True
2421;Is Big Data challenging criminology?;2016;True
2422;PoliTwi: Early detection of emerging political topics on twitter and the impact on concept-level sentiment analysis;2014;True
2423;Simulation of parallel similarity measure computations for large data sets;2015;True
2424;Leveraging Big Data to Transform Target Selection and Drug Discovery;2016;True
2425;A Framework for Data-Driven Automata Design;2015;True
2426;Engineering Teaching on Information Aggregation of Communication Major;2015;True
2427;"Agile Visual Analytics for Banking Cyber ""Big Data""";2012;True
2428;PARADISE: Big data analytics using the DBMS tightly integrated with the distributed file system;2016;True
2429;A job-oriented load-distribution scheme for cost-effective NameNode service in HDFS;2014;True
2430;Strategies for Big Data Clustering;2014;True
2431;Generalist Analysts at the Edge and Distributed Analytics;2015;True
2432;BigBWA: approaching the Burrows-Wheeler aligner to Big Data technologies;2015;True
2433;"Data as an asset: What the oil and gas sector can learn from other industries about ""Big Data""";2015;True
2434;Considerations for an Extended Framework for Interactive EpochEra Analysis;2015;True
2435;Protein Systems Biology: Method, Regulation, and Networks;2014;True
2436;Google's MIDAS Touch: Predicting UK Unemployment with Internet Search Data;2016;True
2437;Getting Out of a Spot: Deployed Technologies and Revamped Codes for a Thriving Twenty-First-Century City;2015;True
2438;Enabling Technologies and Business Infrastructures for Next Generation Social Media: Big Data, Cloud Computing, Internet of Things and Virtual Reality;2015;True
2439;Big Data Analysis Using Modern Statistical and Machine Learning Methods in Medicine;2014;True
2440;A Multidata Connection Scheme for Big Data High-Dimension Using the Data Connection Coefficient;2015;True
2441;Research on the Innovation of Group Financial Strategy Implementation System Under Big Data Background;2014;True
2442;Cancer-disease associations: A visualization and animation through medical big data;2016;True
2443;Using big Data in the Supply Chain Context: Opportunities and Challenges;2015;True
2444;Design and Optimization of a Big Data Computing Framework based on CPU/GPU Cluster;2013;True
2445;NITOS Testbed: A Cloud based Wireless Experimentation Facility;2014;True
2446;BIG DATA Next-Generation Machines for Big Science;2015;True
2447;Business Ecosystem and Ecosystem of Big Data;2014;True
2448;Evolutionary optimization: A big data perspective;2016;True
2449;Transforming decision-making processes: a research agenda for understanding the impact of business analytics on organisations;2014;True
2450;Dynamic Constructs Competition Miner - Occurrence- vs. Time-Based Ageing;2015;True
2451;D4M 2.0 Schema: A General Purpose High Performance Schema for the Accumulo Database;2013;True
2452;Optimizing an index with spatiotemporal patterns to support GEOSS Clearinghouse;2014;True
2453;Towards the development of a framework for socially responsible software by analyzing social media big data on cloud through ontological engineering;2015;True
2454;RUBA: Real-time Unstructured Big Data Analysis Framework;2013;True
2455;Internet of Cores;2015;True
2456;Big data for smart cities with KNIME a real experience in the SmartSantander testbed;2015;True
2457;Finding Context In a Complex World;2015;True
2458;A Multilevel Stratified Spatial Sampling Approach for the Quality Assessment of Remote-Sensing-Derived Products;2015;True
2459;A Secure and Light Weight Authentication Service in Hadoop using One Time Pad;2015;True
2460;A Visual Analytics Approach for Extracting Spatio-Temporal Urban Mobility Information from Mobile Network Traffic;2012;True
2461;An analysis of performance factors on Esper-based stream big data processing in a virtualized environment;2014;True
2462;Insights From Multi-Dimensional Physiological Signals to Predict and Prevent Cardiac Arrests;2016;True
