;ARTICLE_TITLE
1733;When big data meets big smog: A big spatio-temporal data framework for China severe smog analysis
1734;Kernel spectral clustering for big data networks
1735;An item based geo-recommender system inspired by artificial immune algorithms
1736;When to stop reviewing documents in eDiscovery cases: The Lit i View quality monitor and endpoint detector
1737;Big data for business managers - Bridging the gap between potential and value
1738;Big data and NSA surveillance-Survey of technology and legal issues
1739;Analysis of technology trends based on big data
1740;XBRL in the Chinese financial ecosystem
1741;Influence maximization for Big Data through entropy ranking and min-cut
1742;BigBench: Towards an industry standard benchmark for big data analytics
1743;Hidden markov model for analyzing time-series health checkup data
1744;GPU-accelerated incremental correlation clustering of large data with visual feedback
1745;On-line anomaly detection in big data based on compressive sensing
1746;A three-dimensional display for big data sets
1747;Re-engineering data with 4D ontologies and graph databases
1748;Mastiff: A mapreduce-based system for time-based big data analytics
1749;Leveraging BIG DATA for competitive advantage in travel
1750;Earth science research in U.S. Geological Survey under the Big Data Revolution
1751;Efficient query evaluation on distributed graphs with hadoop environment
1752;Dynamic table: A layered and configurable storage structure in the cloud
1753;A model-driven prototype evaluation to elicit requirements for a sensemaking support tool
1754;Visualizing large scale patterns and anomalies in geospatial data
1755;Evaluating parallel logistic regression models
1756;A data-driven key information search system in big data analytics
1757;Economical and efficient big data sharing with i-Cloud
1758;Big data from the built environment
1759;Setting the direction for big data benchmark standards
1760;Big data - Opportunities and challenges: Panel position paper
1761;MERRA Analytic Services: Meeting the Big Data challenges of climate science through cloud-enabled Climate Analytics-as-a-Service
1762;Veracity roadmap: Is big data objective, truthful and credible?
1763;A micro-benchmark suite for evaluating HDFS operations on modern clusters
1764;The privacy problem in big bata applications: An empirical study on Facebook
1765;Social annotation for large speech corpora
1766;Terabyte-sized image computations on Hadoop cluster platforms
1767;"Studying social relations in MMOG play: An illustration of using ethnography to frame ""big data"""
1768;Semantic extraction of geographic data from web tables for big data integration
1769;Workshop summary for the 2013 international workshop on mining unstructured big data using natural language processing
1770;The web science observatory
1771;Facial analytics: From big data to law enforcement
1772;Virtual physiological human and its role for advanced pHealth service provision
1773;Big data impacts on stochastic forecast models: Evidence from fx time series
1774;Fast PCA computation in a DBMS with aggregate UDFs and LAPACK
1775;Towards cloud-based analytics-as-a-service (CLAaaS) for big data analytics in the cloud
1776;The 'Social Life of Methods': A Critical Introduction
1777;The power of the data: Opportunities and challenges in big and personal data mining
1778;A customer experience-based cost minimization strategy of storing data in cloud computing
1779;Mining and modelling the dynamic patterns of service providers in cellular data network based on big data analysis
1780;Bootstraps, permutation tests, and sampling orders of magnitude faster using SAS?
1781;Detecting unfolding crises with Visual Analytics and Conceptual Maps Emerging phenomena and big data
1782;Advances in location-based services
1783;Designing and building the national Geo-Environment Monitoring data warehouse
1784;High dimensional big data and pattern analysis: A tutorial
1785;GWAS on GPUs: Streaming data from HDD for sustained performance
1786;Design and application research on data service platform for big data
1787;Towards the next generation intelligent BPM - In the era of big data
1788;An evolution of forensic data analysis and methodologies
1789;Inconsistencies in big data
1790;Study on big data center traffic management based on the separation of large-scale data stream
1791;Big science and big data in biology: From the international geophysical year through the international biological program to the Long Term Ecological Research (LTER) network, 1957-present
1792;Blending SQL and NewSQL approaches: Reference architectures for enterprise Big Data challenges
1793;A holistic architecture for the Internet of Things, sensing services and big data
1794;"Ultrahigh-speed data analysis platform ""infoFrame DWH Appliance"""
1795;Challenges from cross-disciplinary learning relevant for KDD methods in intercultural HCI design
1796;BC-BSP: A BSP-based system with disk cache for large-scale graph processing
1797;Optimizing large data transfers over 100Gbps wide area networks
1798;Feasibility considerations of multipath TCP in dealing with big data application
1799;GATECloud.net: A platform for large-scale, open-source text processing on the cloud
1800;Applying predictive analytics to develop an intelligent risk detection application for healthcare contexts
1801;The 2012 morris hansen lecture: Thank you Morris, et al., for Westat, et al
1802;Content-based assessment of the credibility of online healthcare information
1803;Social Media Analytics - Ein interdisziplinarer Ansatz und seine Implikationen fur die Wirtschaftsinformatik
1804;"""Big data"" management and security application to telemetry data products"
1805;Analytics over big data: Exploring the convergence of datawarehousing, OLAP and data-intensive cloud infrastructures
1806;Using of cloud computing, clustering and document-oriented database for enterprise content management
1807;Distance-aware virtual cluster performance optimization: A hadoop case study
1808;Tecnologia de movilidad para gestionar la ciudad en beneficio del ciudadano
1809;Machine learning for big data
1810;Twitter publics: How online political communities signaled electoral outcomes in the 2010 US house election
1811;Parallel routing on multi-core routers for big data transfers
1812;Social genome: Putting big data to work for population informatics
1813;Desiderata for research in web intelligence, mining and semantics
1814;Analyzing Internet traffic structure through big data technology
1815;Semantic Web Servers: A new approach to query on big datasets of metadata
1816;Application-driven energy-efficient architecture explorations for big data
1817;Framework for handling personal data proposed system of the self-control on buying information
1818;OSS hadoop use in big data processing
1819;Analysis farm: A cloud-based scalable aggregation and query platform for network log analysis
1820;The pleasures and perils of big data in digitized newspapers
1821;Taking the long view: From e-Science humanities to humanities digital ecosystems
1822;The current state of business intelligence in academia: The arrival of big data
1823;Current status and development trend of power big data for the smart grid
1824;Cloud-based evaluation framework for big data
1825;"Cribado nutricional; control de la desnutricion clinica con parametros analiticos"
1826;A secure OsiriX plug-in for detecting suspicious lesions in breast DCE-MRI
