;ARTICLE_TITLE;PUBYEAR;scopus
3906;A semi-supervised self-adaptive classifier over opinionated streams;2015;True
3907;Accelerating machine learning kernel in hadoop using FPGAs;2015;True
3908;CSRF and Big Data. Rethinking Cross-Site Request Forgery in Light of Big Data.;2013;True
3909;Study on big data center traffic management based on the separation of large-scale data stream;2013;True
3910;Integrate enterprise systems to our hyperconnected world: Anything, anywhere, anytime through architectural design;2013;True
3911;Big data privacy: The datafication of personal information;2016;True
3912;Data marketplace for efficient data placement;2013;True
3913;Contextual anomaly detection in big sensor data;2014;True
3914;Online distributed security feature selection based on big data in power system operation;2016;True
3915;Big data in computer science education research;2015;True
3916;Database Security: Past, Present, and Future;2015;True
3917;A study on the development of real-time analysis monitoring system and its application of medical ins;2015;True
3918;Secure re-publication of dynamic big data;2013;True
3919;Research on E-government model based on big data;2014;True
3920;A design of web log integration framework using NoSQL;2014;True
3921;Online learning towards big data analysis in health informatics;2013;True
3922;Inferring air quality for station location recommendation based on urban big data;2015;True
3923;Novel algorithm to measure consistency between extracted models from big dataset and predicting applicability of rule extraction;2014;True
3924;Features of the next-generation traffic control system as seen in an introductory example at the Shin-Tomei Expressway;2013;True
3925;Prediction model averaging estimator;2015;True
3926;Optimizing the topologies of virtual networks for cloud-based big data processing;2014;True
3927;A systems science approach to fatigue management inresearch and health care;2014;True
3928;A summarization paradigm for big data;2015;True
3929;Immersive interactive technologies in digital humanities: A review and basic concepts;2015;True
3930;VHadoop: A scalable hadoop virtual cluster platform for mapreduce-based parallel machine learning with performance consideration;2012;True
3931;Spatial-temporal difference equations and their application in spatial-temporal data model especially for big data;2016;True
3932;The value of big data in servitization;2015;True
3933;TMR: Towards an efficient semantic-based heterogeneous transportation media big data retrieval;2016;True
3934;Toward an ecosystem for precision sharing of segmented big data;2013;True
3935;Linked data meets big data: A knowledge organization systems perspective;2014;True
3936;Multi-cloud hosting IoT based big data service platform issues and one heuristic proposal how to possibly approach some of them;2015;True
3937;Improving tourist experience by Big Data tools;2015;True
3938;Is the sky falling? new technology, changing media, and the future of surveys;2013;True
3939;Massively parallel in-database predictions using PMML;2011;True
3940;Statistical analysis of big data on pharmacogenomics;2013;True
3941;Efficient skin segmentation via neural networks: HP-ELM and BD-SOM;2015;True
3942;A MapReduce based approach of scalable multidimensional anonymization for big data privacy preservation on cloud;2013;True
3943;Correlated Component Regression: Re-thinking Regression in the Presence of Near Collinearity;2013;True
3944;Develop total it service monitoring system of agentless method for total management of based on cloud service demand;2016;True
3945;The challenges of transportation/traffic statistics in Japan and directions for the future;2015;True
3946;Virtual health management;2014;True
3947;A neural network based model for predicting psychological conditions;2015;True
3948;SmartLoc: sensing landmarks silently for smartphone-based metropolitan localization;2016;True
3949;Study for performance improvement of parallel process according to analysis of Hadoop;2012;True
3950;ServIoTicy and iServe: A scalable platform for mining the IoT;2015;True
3951;Graph-oriented load-shedding for semantic Data Stream processing;2015;True
3952;Extraction of the global absolute temperature for Northern Hemisphere using a set of 6190 meteorological stations from 1800 to 2013;2015;True
3953;Trust and big data: A roadmap for research;2014;True
3954;Smartphones as smart cities sensors: MCS scheduling in the ParticipAct project;2016;True
3955;Enriching semantic knowledge bases for opinion mining in big data applications;2014;True
3956;Internet of connected ServGoods: Considerations, consequences and concerns;2015;True
3957;Research on security construction of smart city;2015;True
3958;How to prepare neuroanatomical image data;2014;True
3959;Decomposed process mining: The ILP case;2015;True
3960;Big data in the game industry;2014;True
3961;A system for large-scale analysis of distributed cameras;2015;True
3962;Sharing best practices for the implementation of Big Data applications in government and science communities;2015;True
3963;Jetstream: A self-provisioned, scalable science and engineering cloud environment;2015;True
3964;Real-time signal identification in big data streams Bragg-Spot localization in photon science;2015;True
3965;On the universe's cybernetics duality behavior;2015;True
3966;Mining Twitter data for potential drug effects;2013;True
3967;The overview of the information technology industry Chain in big data era;2014;True
3968;Granules of risks prediction services in cloud semantics based on subjective knowledge acquisition from big data;2015;True
3969;Putting OAC-triclustering on MapReduce;2015;True
3970;Leveraging data to systematically improve care: Coronary artery disease management at geisinger;2014;True
3971;Automated identification of retained surgical items in radiological images;2015;True
3972;FastRAQ: A fast approach to range-aggregate queries in big data environments;2015;True
